auc_top10_eQ,auc_top10_excess,category,delta_error_median,disagreement_median,excess_error_median,fraction_quant_worse,frame,full_error_median,group_id,n,quant_error_median,rho_d_delta,rho_d_eQ,rho_d_excess,sampled_pixels,scene_radius,sequence,top10_precision_eQ,top10_precision_excess,top10_quant_worse_fraction,valid_pixels
0.7046351111111111,0.9748986666666667,toytruck,0.08594941263078464,0.10314962765626831,0.08594941263078464,0.9514,9,0.040807498069531725,g0008,5000,0.12088262848623879,0.7216431880017276,0.5080670944026838,0.7223955783874474,5000,2.318862406694102,190_20494_39385,0.394,0.706,0.926,8887
0.8075697777777778,0.9708657777777778,toytruck,0.09114311166339435,0.11432071888720943,0.09114311166339435,0.9636,42,0.05801655420324529,g0008,5000,0.15429169024445277,0.7103807716792309,0.61770674998827,0.7108262308433076,5000,2.318862406694102,190_20494_39385,0.402,0.662,0.906,9345
0.6583911111111111,0.9436413333333333,toytruck,0.025774140912596867,0.09896107794650891,0.025774140912596867,0.6986,75,0.09086211850960235,g0008,5000,0.12025912113965073,0.6250236900889476,0.5022170957046839,0.6594338548709008,5000,2.318862406694102,190_20494_39385,0.128,0.628,0.896,16963
0.8063155555555556,0.9718551111111111,toytruck,0.1009158837461112,0.1139504919025224,0.1009158837461112,0.9876,113,0.08733731309592174,g0008,5000,0.19405453140605586,0.6796967958918718,0.6373088900683556,0.6798408498297824,5000,2.318862406694102,190_20494_39385,0.41,0.664,0.956,10556
0.7133715555555555,0.9892013333333334,toytruck,0.024744685906881142,0.0464435178820627,0.024744685906881142,0.7788,146,0.08032246491059947,g0008,5000,0.10352104823649597,0.5609029390761175,0.06943912540156502,0.5635211884456958,5000,2.318862406694102,190_20494_39385,0.34,0.854,0.986,9062
0.8199715555555556,0.9336226666666667,toytruck,0.03540380250538003,0.059267940812108094,0.03540380250538003,0.8792,179,0.06217573063193867,g0008,5000,0.09407398846721979,0.6981617958624718,0.5693737126309485,0.7032943485991598,5000,2.318862406694102,190_20494_39385,0.424,0.53,0.914,7565
0.6425964444444444,0.9739844444444444,toytruck,0.08551013789083509,0.09372639797944754,0.08551013789083509,0.9704,10,0.047149954482864936,g0009,5000,0.1315572442674399,0.8299012719160509,0.5536288109451525,0.8301365905844431,5000,2.318862406694102,190_20494_39385,0.174,0.688,0.984,8786
0.7790177777777778,0.9833893333333333,toytruck,0.049960938835404645,0.06121456733536832,0.049960938835404645,0.9296,43,0.06676510824102741,g0009,5000,0.11793209747898187,0.7432007555200302,0.4341842102313684,0.7460153003464999,5000,2.318862406694102,190_20494_39385,0.5,0.748,0.878,10286
0.6613515555555556,0.8824626666666666,toytruck,0.01906732067827674,0.06364523030800082,0.01906732067827674,0.6802,76,0.07704204349817412,g0009,5000,0.09837525726209569,0.7355363158534526,0.5382837569553502,0.7579096273492179,5000,2.318862406694102,190_20494_39385,0.256,0.508,0.934,16827
0.833992,0.9587573333333334,toytruck,0.05785802110191242,0.0710548268414312,0.05785802110191242,0.975,114,0.08529512896148256,g0009,5000,0.1400095648060465,0.7320519135380765,0.5138133269845331,0.7324608135766585,5000,2.318862406694102,190_20494_39385,0.416,0.624,0.944,10341
